fecha_medicion,crs_trabajo,crs_calculo,area_m2,area_ha,intersecciones_peatonales,longitud_red_peatonal_km,longitud_promedio_segmento_m,densidad_calle_km_km2,nodos_osm,segmentos_osm,fuente,momento,poligono,total_censo_arboreo,densidad_censo_arboreo_por_ha,total_comparendos,densidad_comparendos_por_ha,total_homicidios,densidad_homicidios_por_ha,total_hurtos,densidad_hurtos_por_ha,total_violencia_intrafamiliar,densidad_violencia_intrafamiliar_por_ha
2026-09-18,EPSG:4326,EPSG:3116,74692.0,7.47,26,3.6,54.6,48.26,26,66,OpenStreetMap via OSMnx,linea_base_pre_intervencion,Barrio Obrero,874,117.01,3741,500.85,27,3.61,663,88.76,82,10.98
